"material"	"durability"	"skin"	"name"	"category"	"tier"	"npc_sell_price"	"id"	"salvages"	"rarity_salvageable"	"description"	"item_model"	"stats"	"unstackable"	"dungeon_item_conversion_cost"	"upgrade_costs"	"museum_data"	"requirements"	"color"	"soulbound"	"components"	"has_uuid"	"can_auction"	"gemstone_slots"	"glowing"	"can_trade"	"can_place"	"museum"	"generator"	"generator_tier"	"furniture"	"item_specific"	"editioned"	"gear_score"	"dungeon_item"	"catacombs_requirements"	"can_have_booster"	"hide_from_api"	"can_recombobulate"	"salvageable_from_recipe"	"motes_sell_price"	"double_tap_to_drop"	"enchantments"	"rift_transferrable"	"origin"	"hide_from_viewrecipe_command"	"force_wipe_recomb"	"ability_damage_scaling"	"tiered_stats"	"crystal"	"can_burn_in_furnace"	"salvage"	"serializable"	"can_have_attributes"	"can_interact"	"can_interact_right_click"	"private_island"	"can_have_power_scroll"	"can_interact_entity"	"MINING_FORTUNE"	"rarity"	"sword_type"	"is_upgradeable_without_soulbinding"	"recipes"	"cannot_reforge"	"lose_motes_value_on_transfer"	"prestige"
"DIAMOND_SWORD"			"Cactus Knife Mk. III"	"FARMING_TOOL"	"EPIC"		"CACTUS_KNIFE_3"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":20},{""type"":""GARDEN_LEVEL"",""level"":7}]"					false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":2},{""type"":""COINS"",""coins"":1000000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""50"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"SKULL_ITEM"	3		"Pesthunter Ring"	"ACCESSORY"	"RARE"		"PESTHUNTER_RING"																																																											
"IRON_AXE"			"Cocoa Chopper Mk. I"	"FARMING_TOOL"	"UNCOMMON"		"COCO_CHOPPER"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":10},{""type"":""GARDEN_LEVEL"",""level"":8}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"STICK"			"InfiniDirt™ Wand"		"UNCOMMON"		"INFINIDIRT_WAND"						true									false		true	false																																									
"IRON_AXE"			"Melon Dicer Mk. I"	"FARMING_TOOL"	"UNCOMMON"		"MELON_DICER"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":10},{""type"":""GARDEN_LEVEL"",""level"":6}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"WOOD_HOE"			"Mathematical Hoe Blueprint"				"THEORETICAL_HOE"			"An ancient blueprint."																																																								
"NAME_TAG"			"Jacob's Ticket"		"UNCOMMON"	10000	"JACOBS_TICKET"																																																											
"SKULL_ITEM"	3		"Anita's Artifact"	"ACCESSORY"	"RARE"		"ANITA_ARTIFACT"																																																											
"SKULL_ITEM"	3		"Nether Wart Pouch"		"RARE"		"NETHER_WART_POUCH"															false																																												
"IRON_SWORD"			"Cactus Knife Mk. I"	"FARMING_TOOL"	"UNCOMMON"		"CACTUS_KNIFE"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":10},{""type"":""GARDEN_LEVEL"",""level"":7}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"DIAMOND_AXE"			"Cocoa Chopper Mk. III"	"FARMING_TOOL"	"EPIC"		"COCO_CHOPPER_3"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":20},{""type"":""GARDEN_LEVEL"",""level"":8}]"					false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":2},{""type"":""COINS"",""coins"":1000000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""50"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"GOLD_AXE"			"Cocoa Chopper Mk. II"	"FARMING_TOOL"	"RARE"		"COCO_CHOPPER_2"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":15},{""type"":""GARDEN_LEVEL"",""level"":8}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"SKULL_ITEM"	3		"Anita's Ring"	"ACCESSORY"	"UNCOMMON"		"ANITA_RING"																																																											
"DIAMOND_HOE"			"Fungi Cutter Mk. III"	"FARMING_TOOL"	"EPIC"		"FUNGI_CUTTER_3"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":20},{""type"":""GARDEN_LEVEL"",""level"":9}]"					false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":2},{""type"":""COINS"",""coins"":1000000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""50"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"GOLD_HOE"			"Fungi Cutter Mk. II"	"FARMING_TOOL"	"RARE"		"FUNGI_CUTTER_2"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":15},{""type"":""GARDEN_LEVEL"",""level"":9}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"SKULL_ITEM"	3		"Basket of Seeds"		"EPIC"		"BASKET_OF_SEEDS"															false		true																																										
"GOLD_SWORD"			"Cactus Knife Mk. II"	"FARMING_TOOL"	"RARE"		"CACTUS_KNIFE_2"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":15},{""type"":""GARDEN_LEVEL"",""level"":7}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"IRON_HOE"			"Fungi Cutter Mk. I"	"FARMING_TOOL"	"UNCOMMON"		"FUNGI_CUTTER"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":10},{""type"":""GARDEN_LEVEL"",""level"":9}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"SKULL_ITEM"	3		"Pesthunter Badge"	"ACCESSORY"	"UNCOMMON"		"PESTHUNTER_BADGE"																																																											
"SKULL_ITEM"	3		"Pesthunter Artifact"	"ACCESSORY"	"EPIC"		"PESTHUNTER_ARTIFACT"																																																											
"STONE_HOE"			"Hoe of Great Tilling"		"UNCOMMON"		"HOE_OF_GREAT_TILLING"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":2}]"																																																	
"DIAMOND_HOE"			"Gauss Carrot Hoe Mk. III"	"FARMING_TOOL"	"EPIC"		"THEORETICAL_HOE_CARROT_3"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":20},{""type"":""GARDEN_LEVEL"",""level"":2}]"					false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":2},{""type"":""COINS"",""coins"":1000000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""50"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
"GOLD_HOE"			"Euclid's Wheat Hoe Mk. II"	"FARMING_TOOL"	"RARE"		"THEORETICAL_HOE_WHEAT_2"										"[{""type"":""SKILL"",""skill"":""FARMING"",""level"":15},{""type"":""GARDEN_LEVEL"",""level"":1}]"			"[{""type"":""RECIPE_INGREDIENT""}]"		false	"[{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":20},{""type"":""COINS"",""coins"":50000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""5"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FINE_PERIDOT_GEM"",""amount"":40},{""type"":""COINS"",""coins"":100000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""15"",""operator"":""GREATER_THAN_OR_EQUALS""}]},{""slot_type"":""PERIDOT"",""costs"":[{""type"":""ITEM"",""item_id"":""FLAWLESS_PERIDOT_GEM"",""amount"":1},{""type"":""COINS"",""coins"":250000}],""requirements"":[{""type"":""ITEM_DATA"",""data_key"":""levelable_lvl"",""value"":""25"",""operator"":""GREATER_THAN_OR_EQUALS""}]}]"																																											
