"productId"	"sellPrice"	"sellVolume"	"sellMovingWeek"	"sellOrders"	"buyPrice"	"buyVolume"	"buyMovingWeek"	"buyOrders"
"PROTECTOR_FRAGMENT"	9140.907811281519	224098	93675	97	13953.596124031008	4697	60282	68
"ENCHANTMENT_CORRUPTION_2"	0	0	23	0	0	0	12	0
"ENCHANTMENT_CORRUPTION_1"	0	0	4586	0	0.5	13	1787	6
"ROCK_GEMSTONE"	367183.1608247422	1878	50	62	5532657.32839506	3640	582	625
"SHARD_BAL"	178103.1	3629	5245	39	278169.5	288	9884	11
"CONDENSED_FERMENTO"	2150001.394690266	4704	3131	206	2305150.43559322	2900	12188	239
"DIAMOND"	5.4	7026680	167572153	115	8.231641583139025	4176253	5142657	72
"COBBLESTONE"	0.4	1596408	64596159	23	3.34677096370463	1836284	6425555	63
"END_STONE_SHULKER"	0	0	6136	0	6799.996694214876	3140	5142	138
"MAGMA_LORD_FRAGMENT"	4000013.8325757575	5846	3817	452	4337554.6	216	4839	67
"ENCHANTMENT_CAYENNE_5"	15826800.6	3	2	2	20609989.3	489	186	48
"ENCHANTMENT_CAYENNE_4"	7000000.5	9	0	2	9728290.1	151	63	12
"ENDER_MONOCLE"	6859.547586206897	12447	13312	108	22762.76140350877	7902	13267	655
"WINTER_FRAGMENT"	964596.9231939163	149287	819	115	1589812.1800000002	300	857	6
"KELVIN_INVERTER"	92402.4050420168	42929	7802	90	106347.6	897	531	35
"REFINED_DIAMOND"	605488.7256862746	25473	43379	570	627796.6588607596	7728	57243	175
"X"	16001.9	46290	6619	62	35024	4483	6262	31
"Y"	75886.01351351352	20827	5156	55	118996.30000000002	6255	4667	23
"Z"	140017.5	3502	4490	13	195787.29372384935	3370	3292	25
"ENCHANTMENT_CAYENNE_3"	0	0	0	0	0	0	0	0
"PORK"	11.1	3631410	3231213	69	39.999618418576006	1157845	1358527	247
"ENCHANTMENT_CAYENNE_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_CAYENNE_1"	0	0	0	0	0	0	0	0
"FLAMES"	48086.6	5035	12934	5	89999.42752293577	10245	6370	26
"ENCHANTMENT_TURBO_MOONFLOWER_2"	254001.00888888884	1019	43	51	1377587.7	23	111	23
"ENCHANTMENT_ENDER_SLAYER_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_TURBO_MOONFLOWER_3"	550001.6085714286	1263	19	48	4777184.9	27	127	12
"ULTIMATE_CARROT_CANDY"	2450568.2321428573	2423	1119	49	2661987.6554054054	2299	23817	27
"HONEY_JAR"	11597.226902465167	45418	426754	80	14286.335008766802	106593	387534	569
"PET_CAKE"	25451.659000000003	18597	12682	141	39998.549999999996	272	6412	148
"ENCHANTMENT_TURBO_MOONFLOWER_4"	1534090.9181818182	400	6	40	7499999.4	39	41	24
"ENCHANTMENT_TURBO_MOONFLOWER_5"	6495001.4	7	29	7	10927293.490909092	1370	445	589
"SOLAR_PANEL"	139663.5	2411	93	7	315829.3	160	136	10
"SHARD_DODO"	903767.304	208	123	11	1093660.9	703	2898	9
"ENCHANTMENT_TURBO_MOONFLOWER_1"	415298.4768551237	23984	13397	1431	528985.4294117647	1696	9937	989
"SHARD_BITBUG"	1786048.4	1098	455	29	2088994.4	1042	5970	13
"ENCHANTMENT_FIRE_ASPECT_1"	0	0	0	0	0	0	0	0
"UNDEAD_CATALYST"	1020.5	42166	21748	15	7999.7	2835	4615	36
"OLD_LEATHER_BOOT"	102560.60284629982	27826	2451	16	151193.5	490	3007	11
"ENCHANTMENT_FIRE_ASPECT_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_FIRE_ASPECT_3"	0	0	3457	0	8499.473333333333	1357	3945	42
"ENCHANTMENT_ENDER_SLAYER_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ENDER_SLAYER_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ENDER_SLAYER_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ENDER_SLAYER_2"	0	0	0	0	0	0	0	0
"HASHBROWN"	25849520.75	77	66	24	36999998.666666664	116	1271	39
"ENCHANTMENT_ENDER_SLAYER_7"	0	0	0	0	0	0	0	0
"ENCHANTMENT_ENDER_SLAYER_6"	70002.9	12277	1765	260	190587.409375	895	3444	168
"DUNGEON_DECOY"	412.4	19175	249560	2	698.7992328519855	169383	111867	130
"ENCHANTMENT_BIG_BRAIN_4"	20040000.8	16	0	8	149999997.6	6	0	4
"ENCHANTMENT_BIG_BRAIN_5"	63000004.6	16	3	11	99999999.5	28	43	2
"ENCHANTMENT_BIG_BRAIN_3"	17958336.2	17	14	5	24999996.983333334	422	36	70
"MUTATED_BLAZE_ASHES"	111.8	101263	125538	4	709.4309826046074	82089	69274	135
"ENCHANTED_CARROT_ON_A_STICK"	0	0	0	0	0	0	0	0
"SHARD_PEST"	42270.46602316603	195653	471944	584	46868.95164543525	44059	551570	279
"ENCHANTMENT_THUNDERLORD_7"	3573515.8045454547	1078	208	234	5179415.700000001	231	483	59
"ENCHANTMENT_THUNDERLORD_6"	1	1180	2035	10	21499.4	834	2746	44
"DERELICT_ASHE"	2201.0449299393727	19068661	31144539	460	2466.629641835791	15758777	621734	2370
"FLY_SWATTER"	479515.6	950	1298	17	552230.5	267	593	98
"ENCHANTMENT_THUNDERLORD_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_THUNDERLORD_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_THUNDERLORD_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_THUNDERLORD_4"	0	0	0	0	0	0	0	0
"ENCHANTED_ACACIA_LOG"	1510.763872871128	279566	2568419	21	1788.405565918078	1055557	1577601	642
"FLEXBONE"	752501.6	2852	7568	24	800000	440	10819	6
"ENCHANTMENT_MANA_STEAL_1"	2000	1043	19112	6	15295.503448275864	2754	3711	201
"SHARD_NESSIE"	297790.1348484848	1226	1815	21	419683.8	1625	9980	19
"ENCHANTMENT_MANA_STEAL_2"	1000.8	923	56	13	109445.95	65	13	34
"ENCHANTMENT_THUNDERLORD_1"	0	0	0	0	0	0	0	0
"MANGROVE_LOG"	2.5999999999999996	4749598	118429139	71	7.881583008272965	605916	675809	22
"ENCHANTMENT_MANA_STEAL_3"	15000.490625	1955	188	38	178748.6	1172	1225	136
"PLASMA_BUCKET"	9582510.822580645	2340	2804	151	10136221.78115942	3385	3867	317
"SHARD_LAVA_FLAME"	22493.017451322292	171882	34968	37	29326.89925925926	5684	59535	58
"AMBER_MATERIAL"	2260000.2	20	72	4	3399999	79	146	9
"FINE_TOPAZ_GEM"	30726	48357	407676	21	33494.03881578948	5554	127412	46
"CREAMBLOOM"	175006.80404732254	3450	12358	9	189999.9787037037	4241	28167	39
"HYPERGOLIC_IONIZED_CERAMICS"	2500.4	1157	26575	1	2914.3	3490	1557	46
"THUNDER_SHARDS"	56008.5	1690	46589	12	85981.87310513447	6933	43120	16
"ENCHANTED_ROTTEN_FLESH"	460	1256016	10386337	39	556.8781250894109	1490737	5343400	256
"ENCHANTED_GRILLED_PORK"	121638.54198913781	122826	51649	52	128226.36220136519	28668	36179	69
"WISHING_COMPASS"	0	0	1795700	0	3.8999963367950623	715716	190580	35
"SHARD_OBSIDIAN_DEFENDER"	10648.02004568818	92966	32978	569	13997.5	36185	62079	95
"OCEANDY"	2000	946	419	3	8995.5	5395	5029	10
"SHARD_TIAMAT"	267500.8	201	1304	11	348999.8	336	13954	2
"OVERGROWN_GRASS"	7292271.644117648	2746	2921	528	7834793.918181818	898	5789	602
"FULL_CHUM_BUCKET"	10480.27672186968	233913	57817	167	17999.77312633833	15086	108494	39
"PUMPKIN_BOMB"	7150.3	308338	79318	20	8362.9315571344	51365	112403	322
"PET_ITEM_TOY_JERRY"	30002.03846153846	606	119	10	159999.5	391	295	18
"BUBBA_BLISTER"	255445.74626865672	2952	359	150	503543.15	78	1111	19
"ENCHANTED_UMBER"	13122.795896328294	115564	3414465	9	14375.232226316526	1032316	457382	2036
"PRECURSOR_GEAR"	359782.5960674157	11645	13699	543	459983.86484848487	7701	15155	1263
"FIGHTING_BOOSTER"	901409.1	49	56	8	1224259.05	96	1061	10
"ENCHANTMENT_TURBO_WARTS_1"	510.0004444444445	960	20606	6	12240.89190140845	2673	8519	300
"ENCHANTMENT_TURBO_WARTS_2"	1300	608	112	4	249999.5	192	291	30
"ENCHANTMENT_TURBO_WARTS_3"	16000.1	529	50	4	328567.4	36	145	5
"ENCHANTMENT_TURBO_WARTS_4"	50000.3	1052	33	15	839997.9	37	60	16
"ENCHANTMENT_TURBO_WARTS_5"	104327.02884615384	634	45	32	829998.825	375	1141	51
"SHARD_SPHINX"	40000.5	630	908	9	130216.6	2704	8120	18
"ENCHANTED_DARK_OAK_LOG"	1488.6268794617474	1634895	2601273	119	1799.9904571480506	510717	1953011	202
"FLAWLESS_TOPAZ_GEM"	2404422.9910828024	7685	3222	498	2644931.0193181816	4322	4345	599
"CAPSAICIN_EYEDROPS_NO_CHARGES"	1680480.3253333333	3317	460	51	2239979.2	731	3004	10
"ENCHANTED_WATER_LILY"	2540.2022352941176	358946	342840	21	2823.5360048573166	220365	158248	148
"LOG:1"	0.4	373169	6704169	8	5.7	536028	2852262	12
"TITANIUM_ORE"	110.92216699801193	5820087	96528238	107	127.21384145953849	3359140	965852	321
"ROBOTRON_REFLECTOR"	229498.80503597122	8699	43974	55	254996	725	11918	25
"SNOOZLING"	3696839.0700000003	499	831	53	3983963.9625	360	3161	41
"BLUE_SHARK_TOOTH"	27145.202739726028	11420	16400	12	31362.292102294097	58489	25733	90
"SHARD_WITHER_SPECTER"	10957.449999999999	60258	28823	116	17498.291836734694	9472	53400	25
"LOG:3"	4.0579194001874415	1005023	10623998	24	38.731637318231414	2582629	8238768	662
"LOG:2"	0	0	8377091	0	2	858059	1682531	31
"SHARD_PRINCE"	94173.85263157893	1969	1262	47	167998.6	23026	8978	114
"ENCHANTED_HAY_BALE"	150310.54444444444	35754	397794	23	153019.1428125	13295	307964	58
"ENCHANTED_CACTUS"	100246.89364972702	187154	182795	57	103508.07124824684	21139	281639	54
"ENCHANTED_SULPHUR"	1651.6944384816286	2957061	3584489	164	1800.269135802469	11693	940152	27
"TITANIUM_TESSERACT"	714836.8250000001	173	247	25	922678.3782608695	1573	3045	178
"ENCHANTED_BONE_MEAL"	0	0	329527	0	0.8308137432188066	129739	79935	8
"ENCHANTMENT_EXPERIENCE_5"	10000003	24	23	16	23999999.8	60	176	8
"ENCHANTED_BONE_BLOCK"	51200.1	14219	31261	10	54998.679850746266	9533	8355	37
"OMEGA_EGG"	34042.67341772152	7469	3511	37	51475.62266666667	2828	1418	283
"ENCHANTMENT_EXPERIENCE_2"	0	0	0	0	0	0	0	0
"POLISHED_PUMPKIN"	250005.4	4200	240550	5	256630.2936573311	15910	215061	55
"ENCHANTMENT_EXPERIENCE_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_EXPERIENCE_4"	80114.9	33	73	2	577996.6328358209	2399	2636	131
"ENCHANTMENT_EXPERIENCE_3"	0	0	0	0	0	0	0	0
"ENCHANTED_GOLD_BLOCK"	85948.68669642857	95782	504067	65	86973.99891304348	49336	493148	58
"FINE_OPAL_GEM"	27001.55442875481	74666	38248	32	35101.12094361335	30281	25609	172
"FAKE_SHURIKEN"	53930.538708156535	66362	94748	26	58716.82458808618	76386	83983	302
"BLASTBERRY"	800006.5624060151	2771	8356	30	926662.4147058824	1068	10581	15
"SCORCHED_POWER_CRYSTAL"	718011.7064724921	14905	9576	1963	827794	2538	13757	160
"REHEATED_GUMMY_POLAR_BEAR"	535244.4027522936	18785	1227	96	643438	1219	15448	4
"MANGCORE"	198607.3	2734	14290	7	226947.6	36195	21887	209
"CINDERSHADE"	234009.6	2005	8072	14	295647.78593749995	1542	25919	25
"ESSENCE_SPIDER"	1364.999561411683	6610484	5263081	170	1711.1932139289281	1592554	5560390	135
"LARGE_SEAL_PLUSHIE"	345240.33809523814	1101	6	16	7109654.4	36	17	14
"GLOWSTONE_DUST"	4.941741979421672	3851466	6991556	67	159.7	1091	1787939	3
"PERFECT_AMETHYST_GEM"	15804685.124137932	2620	313	624	17320009.411764707	809	718	221
"CROPIE"	23974.9	80821	1581328	15	25149.80186741833	798451	483950	3578
"FTX_3070"	106245.99099099099	4004	44535	34	132286.8	852	12737	16
"ENCHANTED_BONE"	329.04058413583374	3444958	1438384	123	787.5733267228557	435694	1184923	74
"SHARD_KING_MINOS"	389009	511	330	5	576999.1	1847	2269	3
"SHARD_TROGLOBYTE"	51645.2	9935	8313	74	73865.3	3066	58431	4
"ENCHANTMENT_DELICATE_5"	2365725.203030303	2677	827	192	2873001.0076923077	1103	4282	197
"ENCHANTMENT_PROSECUTE_6"	86390109.1	86	54	78	96999999.8	9	139	9
"ENCHANTMENT_PROSECUTE_5"	0	0	0	0	0	0	0	0
"GIANT_FRAGMENT_BIGFOOT"	47590.5	47743	25384	21	55974.48651685393	3966	14783	38
"LIGHT_BAIT"	1759.0174060853308	66287	11722	22	3774.1	37392	31074	48
"SHARD_BOREAL_OWL"	300000.1168724279	2433	4848	32	349998.3886	3187	8346	8
"CUP_OF_BLOOD"	106.2	1334800	855180	31	1748.6578872234118	353444	40371	181
"MAGIC_MUSHROOM_SOUP"	89.4669172734335	504127	11885	65	1199.8	4809	54502	5
"CLAY_BALL"	1	1888517	12590880	31	8	2319694	2874673	57
"SHARD_GOLDEN_GHOUL"	12611.181611333715	475623	48674	526	23237.598529411764	51143	85655	92
"OLD_FRAGMENT"	9282.6	65170	98686	19	11401.897240473061	26948	61696	75
"ROUGH_AMBER_GEM"	2.9	11518339	145547043	172	4.676982556608296	11471187	179262	181
"ENCHANTMENT_PROSECUTE_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROSECUTE_3"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROSECUTE_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_PROSECUTE_1"	0	0	0	0	0	0	0	0
"DEEP_ROOT"	6515.2	8182	146318	3	8765.38202947846	68150	58525	187
"ALL_IN_ALOE"	399693.7	867	2808	6	458032.0338983051	2663	5666	48
"SUPER_MAGIC_MUSHROOM_SOUP"	5498.1333404802745	307502	40127	81	15133.43259118901	152914	86232	110
"FINE_AMBER_GEM"	28986.2032030146	17745	436446	16	31510.464078976893	181032	192414	505
"CHOCOBERRY"	6399.0430624856335	215953	19821	14	240322.47889447236	8051	42442	116
"ENDER_PEARL"	5	611969	95351931	10	15.378852170026814	11344228	2231273	257
"STARTLEVINE"	1799671.8647058823	1141	555	17	1961659.5911764707	1181	4108	30
"LESSER_SOULFLOW_ENGINE"	509458.7930232558	1076	280	65	1239482.3533333333	463	525	50
"ENCHANTED_GLACITE"	1814.9689379166075	4884302	6978092	179	1924.0344805216596	1289538	1301064	117
"FLAWED_JADE_GEM"	367.90475405411024	11924245	17338160	257	575.9895953757226	387367	77069	36
"TOIL_LOG"	0	0	0	0	0	0	0	0
"BROKEN_RADAR"	237042.4002635046	1998	12648	6	320001.6	1049	8321	41
"ENCHANTMENT_RESPITE_5"	223927.6	37	49	6	897996.0727272728	357	494	35
"ENCHANTMENT_RESPITE_3"	5004.3	5336	936	34	37051.75	172	413	165
"ENCHANTMENT_RESPITE_4"	0.1	16	5	1	399999.3	5	1	5
"ENCHANTMENT_RESPITE_1"	203.12218430034127	3717	3255	33	34999.5	9	868	6
"ENCHANTMENT_RESPITE_2"	6.4	1235	20	8	59999.6	28	4	22
"CORRUPTED_FRAGMENT"	0	0	2324180	0	0.1	763430	1923464	114
"ENCHANTED_RAW_BEEF"	540.886026859816	16802049	2820265	462	698	870738	1314553	178
"TIMESTALK"	1726115	474	2129	6	1972610.4266666665	575	1511	58
"RABBIT_HIDE"	0.39999999999999997	11317	2547334	2	5.5	711336	382802	73
"DARK_BAIT"	523.2304547036307	274038	159409	23	798.7600633458105	209698	71207	498
"ENCHANTED_PUMPKIN"	1576.840426888863	6031590	46531423	190	1640.1346447954456	11498102	16947898	979
"ENCHANTED_COOKED_FISH"	147612.2	46600	128816	38	148997.68365384618	3234	38622	52
"OBSIDIAN"	14.375986800239996	9137088	25847445	153	16.8	1870120	2054248	104
"MAGIC_JELLYBEAN"	5500.225800756621	112636	10626	22	18490.140070921985	32093	28226	116
"SUNSTONE"	1088250.5	24	91	10	1742304.3905660375	2056	1454	150
"SECOND_MASTER_STAR"	15376117.606249997	4707	824	632	16926080.9	432	1832	85
"ROUGH_ONYX_GEM"	1	3785436	98226015	56	20.875672633895142	18525916	278275	306
"SHARD_TEMPEST"	328025.503030303	527	210	27	498998.7	897	6174	5
"ENCHANTMENT_HARDENED_MANA_10"	7000001.5	25	3	11	14999997.925	339	85	151
"FLAWLESS_ONYX_GEM"	1250018.196296296	1747	5775	100	1460978.6999999997	1762	6789	277
"SHARD_NIGHT_SQUID"	11774.684622172308	425256	14861	195	21427.25025824394	119068	76274	86
"ENCHANTMENT_SCUBA_1"	60701.4	684	153	14	186067.5	311	543	21
"ENCHANTMENT_SCUBA_2"	1105.4	880	1	21	0	0	17	0
"ENCHANTMENT_SCUBA_3"	50100.88333333333	1037	2	21	899999.7	14	15	5
"ENCHANTMENT_ULTIMATE_JERRY_2"	0	0	4	0	0.2	18	167	15
"ENCHANTMENT_ULTIMATE_REND_3"	80000.3	1041	4	11	2959135.9	14	2	8
"ENCHANTMENT_ULTIMATE_REND_2"	200011.7183006536	3672	251	66	0	0	88	0
"ENCHANTMENT_ULTIMATE_JERRY_1"	0	0	33	0	0.1	6	136	6
"ENCHANTMENT_SCUBA_4"	400000.2	41	2	7	0	0	7	0
"ENCHANTMENT_ULTIMATE_REND_1"	179019.1	715	303	15	458148.3	5	164	3
"ENCHANTMENT_SCUBA_5"	1200000.3	36	12	10	2149996.0166666666	1796	1086	151
"FOOTPRINT_FOSSIL"	83148.36464891041	17696	1543	194	825797.7	14	1426	7
"ENCHANTMENT_ULTIMATE_JERRY_5"	500.1	971	22	17	180000	166	71	22
"ENCHANTMENT_ULTIMATE_JERRY_4"	0	0	1	0	99999.89999999998	5	0	3
"ENCHANTMENT_ULTIMATE_REND_5"	463000.2	296	5	8	7349970.3	20	61	6
"ENCHANTMENT_ULTIMATE_REND_4"	250000.4	137	0	7	0	0	0	0
"ENCHANTMENT_ULTIMATE_JERRY_3"	0	0	32	0	3.9	2	85	2
"BOTROOT"	650092.96	640	31756	15	682827.6303030303	1332	32786	182
"BAZAAR_COOKIE"	0	0	0	0	0	0	0	0
"SHARD_WARTYBUG"	1934965.8	285	389	15	2472824.0615384616	1257	2982	17
"BROWN_MUSHROOM"	6	12528969	472256783	192	15.045452363810895	12822817	3512070	218
"ENCHANTMENT_HARVESTING_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_HARVESTING_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_HARVESTING_3"	0	0	0	0	0	0	0	0
"CARROT_ITEM"	0.2	89436	301967916	2	4.623253955633299	22681304	46299206	401
"ENCHANTMENT_HARVESTING_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_HARVESTING_1"	0	0	0	0	0	0	0	0
"SHARD_HUMMINGBIRD"	117308.1004531722	22532	13468	123	144997.5	475	18545	33
"ENCHANTED_RABBIT_HIDE"	723.1	455796	2893469	13	772.9565895372233	290310	555683	96
"ENCHANTMENT_HARVESTING_6"	3687364.1125000003	396	1241	54	4495951.421158129	21519	11514	1181
"WATER_ORB"	183772.10000000003	2000	313	13	399399.70000000007	5294	1715	22
"SEVERED_HAND"	9079890.3	12	198	7	10333994.2	82	468	30
"SHARD_GECKO"	620000.2	1012	7272	4	652796.5791666666	1120	11208	40
"MATCH_STICKS"	33.20257895720427	10702	90111	2	766.8346438746439	160434	45388	176
"SHARD_BASILISK"	128001.8	450	1157	17	200899.8	1422	7250	13
"FOURTH_MASTER_STAR"	70862503.14	199	464	96	78308124	77	835	17
"ENCHANTED_BIRCH_LOG"	221.04321437350558	3069400	1525378	78	340.2	402020	1010674	85
"ENCHANTED_GUNPOWDER"	886.9693076623882	4448713	1052027	154	1192.9310550379073	366532	696027	151
"THORNY_VINES"	1094882	781	130	31	1909485.3	143	152	16
"POCKET_SIZED_IGLOO"	49242501.349999994	79	17	66	69999989.2	11	58	6
"CACTUS"	1.2	4257895	59679034	66	6.699999999999999	3554950	9454608	73
"DUNG"	13020.151450381678	44181	483198	39	15370.41821305842	10762	466020	87
"SHARD_PYTHON"	142449.1	1466	2030	12	182723.14720670393	13521	34032	31
"CRYSTALIZED_MOONLIGHT"	2497691.587924282	85675	46815	102	3099998.0095238094	697	48814	58
"SHARD_SKELETOR"	167001.71946902655	3771	15714	28	191755.4723463687	16852	27639	72
"RED_MUSHROOM"	6	1550452	569040373	24	13.216583902017668	13769274	4337928	253
"GRAND_EXP_BOTTLE"	4932.343934913356	3006621	1846035	1174	5199.998310434459	500510	3693524	248
"MUTTON"	60.25198838248436	2890641	4223739	83	127.5	541151	2826019	108
"SHARD_THORN"	121628.60234741785	2961	10026	16	147784.58214285714	9944	17386	46
"SPIDER_EYE"	4.004118329106703	12678350	28847269	193	14.395133240932033	1401953	946743	60
"LARGE_ENCHANTED_CHEST"	391583.6	424	4777	5	434151.0909090909	5075	10063	38
"ENCHANTMENT_TRUE_PROTECTION_1"	550000.9090909091	831	248	75	978771.7184873951	5363	1555	407
"CORRUPT_SOIL"	287451.69659090904	2983	6104	54	414854.89819004526	10537	12112	694
"RARE_DIAMOND"	0	0	679	0	311.25588235294117	605	631	73
"DWARVEN_OS_BLOCK_BRAN"	278594.4	1285	1436	23	410075.9333333333	267	2096	52
"TIGER_SHARK_TOOTH"	55751.3018614271	3737	9170	6	60140.80000000001	23019	15900	39
"ENCHANTMENT_LUCK_OF_THE_SEA_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LUCK_OF_THE_SEA_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LUCK_OF_THE_SEA_6"	2000.3	577	862	6	29659.290476190476	769	1060	75
"ENCHANTMENT_SMARTY_PANTS_3"	147503.4	35	9	10	1999998.8	18	57	4
"SHARD_BEZAL"	6315.369858227848	1119033	62633	113	19235.95615435795	136881	190762	163
"ENCHANTMENT_SMARTY_PANTS_2"	20004.621951219513	533	20	52	2433797.8	48	2	36
"ENCHANTMENT_LUCK_OF_THE_SEA_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_SMARTY_PANTS_5"	3013735.708823529	142	47	40	8999979.6	24	433	5
"ENCHANTMENT_LUCK_OF_THE_SEA_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_SMARTY_PANTS_4"	400008.1	54	4	25	4999999.1	12	2	10
"ENCHANTMENT_LUCK_OF_THE_SEA_3"	0	0	0	0	0	0	0	0
"GOLDEN_TOOTH"	133997.40384615384	3509	15891	15	142220.55578827113	91400	146074	125
"ENCHANTMENT_SMARTY_PANTS_1"	289338.685	6687	6320	251	394275.29999999993	1342	1892	185
"SHARD_HERON"	153851	198	1765	6	188989.76110648917	55036	19799	126
"SHARD_FLARE"	20381.602946954812	45555	100526	9	27597.23671023965	392510	121139	353
"VOLTA"	2925.264472410455	46988	142943	6	3704.025185950413	221004	60712	270
"RABBIT_FOOT"	0.1059001774814943	427703	2527953	7	5.1	672974	459343	26
"REDSTONE"	2.1	2213918	191193940	36	5.6446616729283665	5361190	13029673	127
"PET_ITEM_CHOCOLATE_SYRINGE"	1.4	864	702	5	12746.95925925926	1137	453	111
"SPOOKY_WATER_ORB"	722755.7529411764	221	45	19	2400000	155	55	30
"CORNUCOPIA"	698775.799240266	51952	23278	1519	870870.6312500001	786	23395	58
"ENCHANTMENT_LURE_2"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LURE_1"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LURE_6"	0	0	1992	0	7667.444999999998	3847	1507	166
"SLIME_BALL"	25.797795276480127	6949242	31404439	134	54.69767959313414	1232682	26554781	139
"ENCHANTMENT_LURE_5"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LURE_4"	0	0	0	0	0	0	0	0
"ENCHANTMENT_LURE_3"	0	0	0	0	0	0	0	0
"HOLY_FRAGMENT"	10483	27964	671103	8	14120.100483736438	413132	166426	1754
"SNOW_BALL"	0.3	273906	1265502	4	2.9	274222	422671	22
"RUSTY_COIN"	23811.164458900064	75541	175033	17	29352.99217221135	13317	173551	23
"ENCHANTMENT_FEROCIOUS_MANA_8"	5000	4	1	1	8899989.266666668	205	25	29
"ENCHANTMENT_ULTIMATE_FIRST_IMPRESSION_5"	43777.318181818184	2123	277	41	799999.6714285715	269	1839	28
"ENCHANTMENT_FEROCIOUS_MANA_9"	1944460	142	1	11	15453442	24	10	17
